text,label
"Records review.  The patient developed shooting pain about the right upper extremity into his hand from his elbow down to the hand.  Any type of rotation and pulling muscle did cause numbness of the middle, ring, and small finger.",0
"The patient was referred for outpatient skilled speech therapy, secondary to right hemisphere disorder, status post stroke.  The patient attended nine outpatient skilled speech therapy sessions.",0
"Electroencephalogram, electromyogram of the chin and lower extremities, electrooculogram, electrocardiogram, air flow from the nose and mouth, respiratory effort at the chest and abdomen, and finger oximetry.",1
"Brachytherapy, iodine-125 seed implantation, and cystoscopy.",1
Laparoscopic bilateral tubal ligation with Falope rings.,1
"A 60% total body surface area flame burns, status post multiple prior excisions and staged graftings.  Epidermal autograft on Integra to the back and application of allograft to areas of the lost Integra, not grafted on the back.",0
"Gastroenteritis versus bowel obstruction, gastroesophageal reflux, Goldenhar syndrome, and anemia, probably iron deficiency.",0
A 13-year-old new patientfor evaluation of thoracic kyphosis.   Family history of kyphosis in a maternal aunt and grandfather.  She was noted by her parents to have round back posture.,0
"Austin-Moore bipolar hemiarthroplasty, left hip.  Subcapital left hip fracture.",1
Bleeding after transanal excision five days ago.  Exam under anesthesia with control of bleeding via cautery.  The patient is a 42-year-old gentleman who is five days out from transanal excision of a benign anterior base lesion.  He presents today with diarrhea and bleeding.,1
"Cataract, right eye.  Phacoemulsification with intraocular lens placement, right eye.",1
Followup visit status post removal of external fixator and status post open reduction internal fixation of right tibial plateau fracture.,0
"Pelvic pain, pelvic endometriosis, and pelvic adhesions.  Laparoscopy, Harmonic scalpel ablation of endometriosis, lysis of adhesions, and cervical dilation.  Laparoscopically, the patient has large omental to anterior abdominal wall adhesions along the left side of the abdomen extending down to the left adnexa.",1
"Nausea, vomiting, diarrhea, and fever.",0
Superior labrum anterior and posterior lesion repair.,1
"Direct inguinal hernia.  Rutkow direct inguinal herniorrhaphy.  A standard inguinal incision was made, and dissection was carried down to the external oblique aponeurosis using a combination of Metzenbaum scissors and Bovie electrocautery.",1
Closure of gastrostomy placed due to feeding difficulties.,1
The patient is a 4-month-old who presented with supraventricular tachycardia and persistent cyanosis.,1
Initial evaulation - neck and back pain.,0
Chest tube insertion done by two physicians in ER - spontaneous pneumothorax secondary to barometric trauma.,1
Encephalopathy related to normal-pressure hydrocephalus.,0
"Umbilical hernia repair. A standard curvilinear umbilical incision was made, and dissection was carried down to the hernia sac using a combination of Metzenbaum scissors and Bovie electrocautery.",1
Left muscle sparing mini thoracotomy with left upper lobectomy and mediastinal lymph node dissection.  Intercostal nerve block for postoperative pain relief at five levels.,1
"Nonischemic cardiomyopathy, branch vessel coronary artery disease, congestive heart failure - NYHA Class III, history of nonsustained ventricular tachycardia, hypertension, and hepatitis C.",0
Patient with sudden onset dizziness and RUE clumsiness.  Giant Left MCA Aneurysm.,0
"Suspected mastoiditis ruled out, right acute otitis media, and severe ear pain resolving.  The patient is an 11-year-old male who was admitted from the ER after a CT scan suggested that the child had mastoiditis.",0
"Before surgery, the patient's blood pressure was 181/107.  The patient received IV labetalol.  Blood pressure improved, but postsurgery, the patient's blood pressure went up again to 180/100.",0
Patient with immune thrombocytopenia,0
"CT head without contrast, CT facial bones without contrast, and CT cervical spine without contrast.",1
Followup circumcision.  The patient had a pretty significant phimosis and his operative course was smooth.  Satisfactory course after circumcision for severe phimosis with no perioperative complications.,0
"5-month recheck on type II diabetes mellitus, as well as hypertension.",0
"Hyperglycemia, cholelithiasis, obstructive sleep apnea, diabetes mellitus, hypertension, and cholecystitis.",0
"Upper respiratory tract infection, persistent.  Tinea pedis.  Wart on the finger.  Hyperlipidemia.  Tobacco abuse.",0
"Normal physical exam template.  Normal appearance for chronological age, does not appear chronically ill.",0
"Painful enlarged navicula, right foot.  Osteochondroma of right fifth metatarsal. Partial tarsectomy navicula and partial metatarsectomy, right foot.",1
Full mouth dental rehabilitation in the operating room under general anesthesia.,0
"Marginal B-cell lymphoma, status post splenectomy.  Testicular swelling - possible epididymitis or possible torsion of the testis.",0
Decreased ability to perform daily living activities secondary to exacerbation of chronic back pain.,0
A 93-year-old female called up her next-door neighbor to say that she was not feeling well.  The patient was given discharge instructions on dementia and congestive heart failure and asked to return to the emergency room should she have any new problems or symptoms of concern.,0
"Right common carotid endarterectomy, internal carotid endarterectomy, external carotid endarterectomy, and Hemashield patch angioplasty of the right common, internal and external carotid arteries.",1
Modified Barium swallow study evaluation to objectively evaluate swallowing function and safety.  The patient complained of globus sensation high in her throat particularly with solid foods and with pills.  She denied history of coughing and chocking with meals.,0
External cephalic version.  A 39-week intrauterine pregnancy with complete breech presentation.,1
Total thyroidectomy with removal of substernal extension on the left.  Thyroid goiter with substernal extension on the left.,1
"Laparoscopic tubal sterilization, tubal coagulation.",1
"Bronchoscopy with brush biopsies.  Persistent pneumonia, right upper lobe of the lung, possible mass.",1
Blunt trauma to the distal right thumb without fracture.  Worker’s Compensation Injury,0
"Counting calorie points, exercising pretty regularly, seems to be doing well",0
Endoscopic carpal tunnel release.  Left carpal tunnel syndrome.,1
Foul-smelling urine and stomach pain after meals.,1
"The patient is admitted for shortness of breath, continues to do fairly well.  The patient has chronic atrial fibrillation, on anticoagulation, INR of 1.72.  The patient did undergo echocardiogram, which shows aortic stenosis, severe.  The patient does have an outside cardiologist.",0
Invasive carcinoma of left breast. Left modified radical mastectomy.,1
"Patient with a history of coronary artery disease, congestive heart failure, COPD, hypertension, and renal insufficiency.",0
"Organic brain syndrome in the setting of multiple myeloma.  The patient is a 56-year-old male with the history of multiple myeloma, who has been admitted for complains of being dehydrated and was doing good until this morning, was found to be disoriented and confused, was not able to communicate properly, and having difficulty leaving out the words.",0
"A 6-year-old male with attention deficit hyperactivity disorder, doing fairly well with the Adderall.",0
"The patient is a 79-year-old man with adult hydrocephalus who was found to have large bilateral effusions on a CT scan.  The patient's subdural effusions are still noticeable, but they are improving.",1
Dobutamine stress test for atrial fibrillation.,0
The patient had temperature of 104 degrees F.  It has been spiking ever since and she has had left sacroiliac type hip pain.  She does have degenerative disk disease of her lumbar spine but no hip pathology.  She has swollen inguinal nodes bilaterally.,0
Patient complains of constipation.  Has not had BM for two days.,0
"Anterior cervical discectomy, removal of herniated disc and osteophytes, bilateral C4 nerve root decompression, harvesting of bone for autologous vertebral bodies for creation of arthrodesis, grafting of fibular allograft bone for creation of arthrodesis, creation of arthrodesis via an anterior technique with fibular allograft bone and autologous bone from the vertebral bodies, and placement of anterior spinal instrumentation using the operating microscope and microdissection technique.",1
Epicondylitis. history of lupus.  Injected with 40-mg of Kenalog mixed with 1 cc of lidocaine.,1
"Septic from nephrolithiasis - Nephrolithiasis status post lithotripsy and stent placed in the left ureter, urinary incontinence, recent sepsis.",1
